feature,importance,data_type,is_target
"1a,1b-Dihomo prostaglandin F2α",0.0033213839609344286,Metabolome,False
15-Keto prostaglandin A1,0.003269263466354212,Metabolome,False
"1,7-Dimethyluric acid",0.0032225561124869105,Metabolome,False
N1-[2-oxo-6-(1H-pyrrol-1-yl)-2H-chromen-3-yl]acetamide,0.003142053382762362,Metabolome,False
4-Hexylresorcinol,0.0031380810996705063,Metabolome,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus lutetiensis,0.003088907398468519,Microbiome,False
1-methyl-N-(4-piperidinophenyl)-1H-imidazole-4-sulfonamide,0.0030431706335622057,Metabolome,False
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes megaguti,0.002897116384052468,Microbiome,False
EMK,0.002848938972386682,Metabolome,False
cis-7-Hexadecenoic Acid,0.0027936199586077156,Metabolome,False
"5beta-Androstane-3,17-dione",0.0026114971226386388,Metabolome,False
D-3-Phenyllactic acid,0.002566479001059492,Metabolome,False
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera elsdenii,0.0025317591534895086,Microbiome,False
D-Ribulose 5-phosphate,0.002527660320451975,Metabolome,False
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium limosum,0.002291850651430109,Microbiome,False
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Hungatella|s__Hungatella hathewayi,0.002249594023530457,Microbiome,False
3-[5-(Aminosulfonyl)benzoxazol-2-yl]-7-(diethylamino)coumarin,0.0021950790936876587,Metabolome,False
2-benzoyl-3-(2-pyridylamino)acrylonitrile,0.0021199510090401325,Metabolome,False
Sinapinic acid,0.002113278220857389,Metabolome,False
"6-(7-methyloctyl)-1H,3H,4H,6H-furo[3,4-c]furan-1-one",0.002027365622709008,Metabolome,False
Verrucarol,0.001970429491773118,Metabolome,False
L-Tryptophan,0.0019300638244808533,Metabolome,False
Indole-3-butyric acid,0.0018802776166359713,Metabolome,False
Phloretin,0.001877851404986098,Metabolome,False
5-Hydroxymebendazole,0.0018285574700250416,Metabolome,False
"N-{4-[(2R,3R)-3-(Hydroxymethyl)-5-oxo-2-morpholinyl]phenyl}acetamide",0.0018254102359365418,Metabolome,False
Betaine,0.001688192743263615,Metabolome,False
TLK,0.0014905584194085631,Metabolome,False
ethyl 2-cyano-3-[(2-oxoazepan-3-yl)amino]acrylate,0.0013854561575604085,Metabolome,False
AL 8810,0.0013340837757835373,Metabolome,False
PC (16:0/17:2),0.0013214848763961414,Metabolome,False
3-Isopropylmalic acid,0.0013112079819965253,Metabolome,False
Prostaglandin F2α-1-glyceryl ester,0.0012728156681383633,Metabolome,False
N-cyclooctylurea,0.0012286759919918223,Metabolome,False
L-Homocysteic acid,0.0011275347961635822,Metabolome,False
L-(+)-Tartaric acid,0.0010901364582769758,Metabolome,False
Protoporphyrin IX,0.0010872600099009727,Metabolome,False
Cyclohexaneacetic acid,0.0010242811054439126,Metabolome,False
"6-(tert-butyl)-4-piperidinothieno[3,2-d]pyrimidine",0.001017712305033657,Metabolome,False
"3-hydroxy-3,4-bis[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-2-one",0.0009956388898697158,Metabolome,False
Genistein 4'-O-glucuronide,0.000992694268015317,Metabolome,False
"(5S)-5-hydroxy-1,7-diphenylheptan-3-one",0.0009225746462396689,Metabolome,False
PE (2:0/18:1),0.0009123870118801331,Metabolome,False
(±)9-HpODE,0.000909515155313712,Metabolome,False
Coniferin,0.0009084698878797302,Metabolome,False
"2,3-Dinor-TXB2",0.0008760601339508217,Metabolome,False
Cytisine,0.0007835689903581406,Metabolome,False
N6-Acetyl-L-lysine,0.0007618787357107604,Metabolome,False
Cer-NDS (d18:0/24:0),0.0007348992241254163,Metabolome,False
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides zoogleoformans,0.0007143089464974425,Microbiome,False
Pyrithioxin,0.0007118272516123718,Metabolome,False
"5-[(8Z,11Z)-pentadeca-8,11-dien-1-yl]benzene-1,3-diol",0.0007079469138155396,Metabolome,False
N-Acetyl-aspartic acid,0.0007077683545091938,Metabolome,False
LPE 18:3,0.000680241342221097,Metabolome,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp. LPB0220,0.0006749009161905726,Microbiome,False
1-(1-adamantyl)-2-[(2-chloro-4-fluorophenyl)thio]ethan-1-one,0.0006296935656991844,Metabolome,False
PC (18:3e/2:0),0.0006186706489031606,Metabolome,False
Tauroursodeoxycholic acid Dihydrate,0.0006032397877553373,Metabolome,False
ANK,0.000590712890229542,Metabolome,False
3-[(dimethylamino)methylene]-1H-2-benzothiopyran-4(3H)-one,0.000583369461278363,Metabolome,False
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia producta,0.000541207845553862,Microbiome,False
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia hominis,0.0005328129858512815,Microbiome,False
d__Viruses|f__Inoviridae|s__Escherichia virus If1,0.0005311380197000743,Microbiome,False
Docosatrienoic acid,0.0004900691009245604,Metabolome,False
cholesteryl sulfate,0.0004813620058389332,Metabolome,False
"5-morpholino-2,4(1H,3H)-pyrimidinedione",0.00047928166832011536,Metabolome,False
3-Indoleacrylic acid,0.000432732669875761,Metabolome,False
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister hominis,0.0004285349375357252,Microbiome,False
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas asaccharolytica,0.0004148117633421679,Microbiome,False
FAHFA (20:3/22:5),0.0004124631812896424,Metabolome,False
Prostaglandin D3,0.00040803884420158396,Metabolome,False
6α-Methylprednisolone 21-hemisuccinate,0.0003860986779570019,Metabolome,False
3-[4-methyl-1-(2-methylpropanoyl)-3-oxocyclohexyl]butanoic acid,0.0003854910084797362,Metabolome,False
"4-oxo-4,5,6,7-tetrahydrobenzo[b]furan-3-carboxylic acid",0.000377477623600837,Metabolome,False
cyclohexyl{4-[4-nitro-2-(1H-pyrrol-1-yl)phenyl]piperazino}methanone,0.0003504045456088112,Metabolome,False
6-Keto-prostaglandin f1alpha,0.00034819996180743864,Metabolome,False
(R)-3-Hydroxy myristic acid,0.000328404711660366,Metabolome,False
Dithranol,0.0003046523149791624,Metabolome,False
Eugenol,0.00030427860824163724,Metabolome,False
Chenodeoxycholic acid-3-beta-D-glucuronide,0.0002827788874140417,Metabolome,False
Delta-Tridecalactone,0.00025894280056578306,Metabolome,False
Citalopram hydrobromide,0.0002348970333585694,Metabolome,False
Cynaropicrin,0.00022639568398847743,Metabolome,False
Perillic acid,0.00022508281311330828,Metabolome,False
d__Bacteria|p__Firmicutes|c__Tissierellia|g__Ezakiella|s__Ezakiella massiliensis,0.0002241431937749415,Microbiome,False
N6-Isopentenyladenosine,0.0002194015852247292,Metabolome,False
4-Methylvaleric Acid,0.00021502872166275313,Metabolome,False
Salicylic acid,0.00020960053870959253,Metabolome,False
L-Pyroglutamic acid,0.00020372029336725386,Metabolome,False
Guanethidine Monosulfate,0.00019954801413363976,Metabolome,False
MAM2201 N-pentanoic acid metabolite,0.00019847597459192465,Metabolome,False
MGDG (2:0/18:0),0.00019548605655833048,Metabolome,False
"Octadeca-11E,13E,15Z-trienoic acid",0.00019546419959905396,Metabolome,False
17(S)-HETE,0.00018450696473486851,Metabolome,False
Nicotinamide adenine dinucleotide (NAD+),0.00018015888967772475,Metabolome,False
L-Tyrosinemethylester,0.00017520654019898238,Metabolome,False
LysoPC 18:0,0.00017409739635358354,Metabolome,False
N-[3-(tert-butyl)phenyl]thiomorpholine-4-carbothioamide,0.00017269100920164147,Metabolome,False
4-(beta-D-Glucopyranosyloxy)-2-methylenebutanoic acid,0.00016840742308961188,Metabolome,False
Histamine,0.00016514804620732464,Metabolome,False
4-Methoxycinnamaldehyde,0.00016511303398466137,Metabolome,False
"3,4-Dimethoxycinnamic acid",0.00016387856074643066,Metabolome,False
Epitestosterone glucuronide,0.00016268856576293512,Metabolome,False
3-hydroxy-3-methylpentanedioic acid,0.00015464400815726396,Metabolome,False
2-Methoxyresorcinol,0.00015140962445460678,Metabolome,False
LPG 15:0,0.00014955472999288495,Metabolome,False
3-(2-thienylmethylidene)chroman-4-one,0.00014930536025702286,Metabolome,False
Hydroxyhomosildenafil,0.00014449763364566168,Metabolome,False
Meclofenoxate hydrochloride,0.00014377824071659458,Metabolome,False
"2-(14,15-Epoxyeicosatrienoyl) glycerol",0.00014319531790959734,Metabolome,False
MLK,0.00013933555380500138,Metabolome,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus faecium,0.00013789734064287255,Microbiome,False
Ciprostene,0.00013373185359958053,Metabolome,False
"N'5-(2-thienylmethylidene)-2,1,3-benzoxadiazole-5-carbohydrazide",0.0001316406774853702,Metabolome,False
FAHFA (12:0/18:0),0.00012671759540706145,Metabolome,False
20-Dihydro 6α-methylprednisone,0.00012429680969079947,Metabolome,False
trans-Zeatin,0.0001204599515266383,Metabolome,False
LPG 17:0,0.0001202225925577046,Metabolome,False
17α-Hydroxypregnenolone,0.00011586915791308274,Metabolome,False
"9-(3-O-Methylpentofuranosyl)-1,9-dihydro-6H-purin-6-one",0.00011316860826149147,Metabolome,False
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus champanellensis,0.00010158496313689632,Microbiome,False
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella variicola,0.00010149876333081752,Microbiome,False
ACar 22:7,0.00010093855983616855,Metabolome,False
2-Thio-acetyl MAGE,0.00010086823195107563,Metabolome,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella cibaria,9.982952899782112e-05,Microbiome,False
gamma-Nonanolactone,9.648865130672935e-05,Metabolome,False
2-(Formylamino)Benzoic Acid,9.436057898247217e-05,Metabolome,False
2'-Deoxyadenosine 5'-monophosphate (dAMP),9.411270369343006e-05,Metabolome,False
L-Kynurenine,9.292242415818052e-05,Metabolome,False
"6,6-dimethyl-4-piperidino-5,6-dihydro-2H-thiine-2-thione",9.147086874256395e-05,Metabolome,False
Cer-NS (d18:2/18:1),8.959324119929122e-05,Metabolome,False
"6-(4-methoxyphenyl)pyrimidine-2,4-diamine",8.824226369209842e-05,Metabolome,False
8-Iso-15-keto-prostaglandin-F2β,8.75846833222532e-05,Metabolome,False
Reserpine,8.719128954062525e-05,Metabolome,False
4-Ethylbenzaldehyde,8.552596243922618e-05,Metabolome,False
LysoPC 10:0,8.467907594373589e-05,Metabolome,False
"2,5-Furandicarboxylic acid",8.354391379193117e-05,Metabolome,False
α-Methyltryptamine,8.176257547062717e-05,Metabolome,False
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|g__Intestinimonas|s__Intestinimonas butyriciproducens,8.14233649123809e-05,Microbiome,False
TPH,8.086262962410844e-05,Metabolome,False
Jervine,8.010418191881503e-05,Metabolome,False
Erucic acid,7.876646042307605e-05,Metabolome,False
2-Arachidonoyl glycerol,7.824749145328167e-05,Metabolome,False
LPH,7.754851982309769e-05,Metabolome,False
3-(1-pyrrolidinyl)-5-(trifluoromethyl)pyridine-2-carbothioamide,7.640053805635816e-05,Metabolome,False
(5-L-Glutamyl)-L-Amino Acid,7.45053187174351e-05,Metabolome,False
10-Nitrolinoleate,7.405334861563914e-05,Metabolome,False
4-Hydroxyretinoic Acid,7.34828772238939e-05,Metabolome,False
3-Acetoxyurs-12-en-23-oic acid,7.247077702401458e-05,Metabolome,False
PC (14:0e/5:0),7.210624360281978e-05,Metabolome,False
"2-(5-methyl-2-phenyl-1,3-oxazol-4-yl)acetic acid",7.109295067109664e-05,Metabolome,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus petauri,7.095812999411329e-05,Microbiome,False
UR-144 N-Heptyl analog,6.995724115355253e-05,Metabolome,False
d__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium varium,6.78541922722725e-05,Microbiome,False
Verbascose,6.777688674075057e-05,Metabolome,False
2-(2-amino-3-methylbutanamido)-3-phenylpropanoic acid,6.669112882991259e-05,Metabolome,False
D-Gluconic acid,6.61824674796885e-05,Metabolome,False
"1-(4-methyl-2-pyridyl)pyrrolidine-2,5-dione",6.563945380290897e-05,Metabolome,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus ruminis,6.377477025455774e-05,Microbiome,False
"1,3,7-Trimethyluric acid",6.309676858664491e-05,Metabolome,False
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides sp. A1C1,5.698231269638354e-05,Microbiome,False
Bicyclo prostaglandin E2,5.6744158053937896e-05,Metabolome,False
SLK,5.557564999701385e-05,Metabolome,False
Esculin,5.466400979754528e-05,Metabolome,False
Dodecanedioic acid,5.448195225678656e-05,Metabolome,False
DL-Norvaline,5.4425985433180214e-05,Metabolome,False
"2,6-di(2-thienylmethylidene)cyclohexan-1-one",5.4329005666507026e-05,Metabolome,False
LPC 15:1,5.305848574574627e-05,Metabolome,False
3-(benzoylamino)benzyl benzoate,5.231461497008964e-05,Metabolome,False
"13,14-dihydro Prostaglandin E1",5.2005907265787814e-05,Metabolome,False
4-amino-2-(dibenzylamino)-5-pyrimidinecarbonitrile,5.143584615602357e-05,Metabolome,False
Prolylleucine,5.141891457681612e-05,Metabolome,False
FAHFA (7:0/24:4),5.058498724471942e-05,Metabolome,False
Lysopa 18:0,5.045981801533346e-05,Metabolome,False
3-Hydroxyanthranilic Acid,5.031886141766009e-05,Metabolome,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus aureus,5.003363898576355e-05,Microbiome,False
AB-PINACA N-(2-fluoropentyl) isomer,4.888028759654527e-05,Metabolome,False
Skatole,4.8404854676999684e-05,Metabolome,False
PC (20:4e/2:0),4.8238024156887355e-05,Metabolome,False
Fumaric acid,4.7998925295848334e-05,Metabolome,False
2'-Deoxyuridine-5-monophosphate,4.717359625041921e-05,Metabolome,False
"N1-(3,4,5-trimethoxyphenyl)-3-(2-chlorophenyl)acrylamide",4.69176251350421e-05,Metabolome,False
5-Methyltetrahydrofolic acid,4.657345504761589e-05,Metabolome,False
FAHFA (15:0/16:0),4.54530220286685e-05,Metabolome,False
"11(Z),14(Z),17(Z)-Eicosatrienoic acid",4.5063316583386485e-05,Metabolome,False
N-(4-chlorophenyl)-5-hex-1-ynylnicotinamide,4.4575964977453276e-05,Metabolome,False
Levalbuterol,4.4208844729423096e-05,Metabolome,False
"4-(4,5-dihydro-1H-imidazol-2-yl)-2,6-dimethylmorpholine hydrobromide",4.270225689822814e-05,Metabolome,False
Coenzyme Q2,4.253234628011684e-05,Metabolome,False
KKK,4.2503556725926904e-05,Metabolome,False
Purine,4.2337273513217654e-05,Metabolome,False
Ocfentanil-d5,4.1482723736749825e-05,Metabolome,False
"4-cyclopropyl-6-methoxy-1,3,5-triazin-2-amine",4.069376155597882e-05,Metabolome,False
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium bifidum,4.059384527807933e-05,Microbiome,False
LPA 18:0,3.9713957867044055e-05,Metabolome,False
Sodium cholate,3.929043265636699e-05,Metabolome,False
DL-α-Aminocaprylic acid,3.880454710601066e-05,Metabolome,False
N-(4-chlorophenyl)-N'-(2-phenoxyphenyl)urea,3.814588282570507e-05,Metabolome,False
"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(2-phenylethoxy)oxane-3,4,5-triol",3.770724632746834e-05,Metabolome,False
N-Carbamyl-L-glutamicacid,3.746514298545524e-05,Metabolome,False
"5-(benzyloxy)-2-(hydroxymethyl)-1,4-dihydropyridin-4-one",3.722054175917733e-05,Metabolome,False
Poncirin,3.6745595428288483e-05,Metabolome,False
Flurazepam-d10,3.6131299439133994e-05,Metabolome,False
Pyridoxine O-Glucoside,3.60874976209172e-05,Metabolome,False
N'2-(2-hydroxybenzylidene)-5-nitrofuran-2-carbohydrazide,3.4263512818289e-05,Metabolome,False
Vindoline,3.3913523902394597e-05,Metabolome,False
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|s__Burkholderiales bacterium YL45,3.330439889096283e-05,Microbiome,False
(+/-)17(18)-EpETE methyl ester,3.3175638347804574e-05,Metabolome,False
"4,7,8-trimethoxyfuro[2,3-b]quinoline",3.2027758998423394e-05,Metabolome,False
VNH,3.202768928739471e-05,Metabolome,False
Caffeine,3.114282864456919e-05,Metabolome,False
LPS 18:2,3.099728169285649e-05,Metabolome,False
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus periodonticum,3.0984914240427206e-05,Microbiome,False
"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-(propan-2-yloxy)oxane-3,4,5-triol",3.096394193432093e-05,Metabolome,False
L-Tyrosine methyl ester,3.054168899204191e-05,Metabolome,False
N-Acetyl-D-alloisoleucine,3.0406214051228948e-05,Metabolome,False
Suberic acid,3.0153544441005667e-05,Metabolome,False
α-Eleostearic acid,2.979480336982246e-05,Metabolome,False
d__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus harei,2.969915145375477e-05,Microbiome,False
LPC 17:2,2.9388993899283567e-05,Metabolome,False
L-Glutamic acid,2.9164109326976614e-05,Metabolome,False
(-)-Caryophyllene oxide,2.883141929560543e-05,Metabolome,False
Cannabichromevarin,2.873198713454974e-05,Metabolome,False
PMH,2.859847886847076e-05,Metabolome,False
C-8 Ceramide-1-phosphate,2.8176005735788112e-05,Metabolome,False
LPA 22:5,2.783193972632323e-05,Metabolome,False
PG (16:0/18:2),2.7100447565980382e-05,Metabolome,False
"1-oxo-2,3-dihydro-1H-inden-4-yl benzoate",2.7036303032248454e-05,Metabolome,False
Orsellinic acid ethyl ester,2.6660511275557768e-05,Metabolome,False
2'-O-Methyladenosine,2.649367344575668e-05,Metabolome,False
N-(cyclopropylmethyl)-N'-phenylurea,2.6113961426980745e-05,Metabolome,False
Prostaglandin A3,2.5052072533985742e-05,Metabolome,False
d__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus sp. ING2-D1G,2.50053883349492e-05,Microbiome,False
Guanosine monophosphate,2.4932624253489373e-05,Metabolome,False
PC (10:0/13:1),2.4927944865809173e-05,Metabolome,False
Choline Glycerophosphate,2.4860299621417814e-05,Metabolome,False
Sepiapterin,2.476621947414356e-05,Metabolome,False
d__Viruses|o__Caudovirales|f__Siphoviridae|g__Webervirus|s__Klebsiella virus PKP126,2.457183589315962e-05,Microbiome,False
4-phenoxyphenyl 4-hydroxypiperidine-1-carboxylate,2.3676727728931923e-05,Metabolome,False
5-fluoro AKB48 N-(4-hydroxypentyl) metabolite,2.3098818942906153e-05,Metabolome,False
"12,13-EODE",2.3048554741241316e-05,Metabolome,False
3-(3-Methoxyphenyl)propionic acid,2.303266344929417e-05,Metabolome,False
Fluprostenol serinol amide,2.2615664933531226e-05,Metabolome,False
"4,6-dimethyl-2-morpholinonicotinonitrile",2.212224436374419e-05,Metabolome,False
Docosahexaenoyl Ethanolamide,2.1683108407769058e-05,Metabolome,False
"N1-(2,4-difluorophenyl)-2-(cyclohexylamino)-2-thioxoacetamide",2.159043162901178e-05,Metabolome,False
Biopterin,2.1588648326846934e-05,Metabolome,False
"15-Deoxy-Δ12,14-prostaglandin A1",2.137461635415638e-05,Metabolome,False
Huperzine,2.109947984348998e-05,Metabolome,False
"13,14-Dihydro-15-keto Prostaglandin A2",2.105289815969192e-05,Metabolome,False
Indole-3-pyruvic acid,2.09602704711013e-05,Metabolome,False
DKK,2.0771914307153e-05,Metabolome,False
ADP-ribose,2.072070678959771e-05,Metabolome,False
Arachidic acid,2.069929607973962e-05,Metabolome,False
Homoarginine,2.0610479293455725e-05,Metabolome,False
Phe-Phe,2.05309163688067e-05,Metabolome,False
Deoxylimonin,2.0334569302114652e-05,Metabolome,False
"2-phenyl-4H-furo[2,3-h]chromen-4-one",2.0319719984437405e-05,Metabolome,False
Indole-3-acetaldehyde,2.0286131712335522e-05,Metabolome,False
d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides helcogenes,2.025134057074917e-05,Microbiome,False
6β-Naloxol,2.0104886538894904e-05,Metabolome,False
2-(3-methylbenzoyl)benzoic acid,1.9899850944772237e-05,Metabolome,False
L-Hydroxylysine,1.9854914355252554e-05,Metabolome,False
d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia equolifaciens,1.9721999205681808e-05,Microbiome,False
"3,4,10,11-tetramethoxy-7,8,12b,13-tetrahydro-5H-6-azatetraphene",1.9693950823726183e-05,Metabolome,False
Thiamine,1.9514856723382385e-05,Metabolome,False
Galangin,1.9490276245548946e-05,Metabolome,False
3-Hydroxybutyric acid,1.9358316934508822e-05,Metabolome,False
Porphobilinogen,1.8646066037611862e-05,Metabolome,False
PG (4:0/18:2),1.861159636242968e-05,Metabolome,False
Monoolein,1.8559343634335003e-05,Metabolome,False
3-Acetyl-11-keto-β-boswellic acid,1.81613214701803e-05,Metabolome,False
LPC 20:3,1.8094775874242122e-05,Metabolome,False
QLH,1.8041798038619195e-05,Metabolome,False
HexCer-NS (d17:1/16:0),1.7923708867040876e-05,Metabolome,False
7-chloro-4-piperidinoquinoline,1.791418835443908e-05,Metabolome,False
NLK,1.7774328129172704e-05,Metabolome,False
Cucurbitacin I 2-O-β-D-glucopyranoside,1.768533734070383e-05,Metabolome,False
IMK,1.7667527609155992e-05,Metabolome,False
Orlistat,1.741120334570265e-05,Metabolome,False
3-Methoxy prostaglandin F1α,1.7392193223814992e-05,Metabolome,False
FAHFA (16:1/17:2),1.7338422865699317e-05,Metabolome,False
5-Hydroxymethyl-2-furancarboxylic acid,1.72780119120233e-05,Metabolome,False
Myristic acid,1.7200369594645004e-05,Metabolome,False
Folinic acid,1.683674428332652e-05,Metabolome,False
"2-[(3S)-1-(2-Fluorobenzyl)-3-pyrrolidinyl]-1,3-benzothiazole",1.6822376785074257e-05,Metabolome,False
"(5ξ,9ξ,16ξ)-17-Hydroxykauran-19-oic acid",1.6727340957584775e-05,Metabolome,False
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter smithii,1.6720608793650724e-05,Microbiome,False
5-Hydroxyomeprazole,1.671042039549262e-05,Metabolome,False
FAHFA (18:2/18:1),1.6685540962538494e-05,Metabolome,False
Cymarin,1.647806094972272e-05,Metabolome,False
